OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,SHAPEAREA,SHAPELEN
41753,2017,CA,BLM,NOD,R-5 STONEY,00004985,2017/08/22 00:00:00+00,2017/08/27 00:00:00+00,1,,0,203.96813965,7,1,,1431517.15067898,12428.1839873458
41754,2017,CA,BLM,NOD,R-9 FREDONYER,00004991,2017/08/23 00:00:00+00,2017/08/25 00:00:00+00,1,,0,22.03393364,1,1,,155586.934664245,1691.51153909099
41755,2017,CA,BLM,NOD,PEG,00005095,2017/08/26 00:00:00+00,2017/08/27 00:00:00+00,9,,0,148.60083008,7,1,,1050903.33513351,6219.77261901808
41756,2017,CA,BLM,NOD,CHERRY,00005154,2017/08/29 00:00:00+00,2017/08/30 00:00:00+00,1,,0,24.91194916,1,1,,175210.784076395,3837.23795480222
41757,2017,CA,BLM,NOD,LONE,00005155,2017/08/29 00:00:00+00,2017/08/30 00:00:00+00,1,,0,214.66413879,1,1,,1512559.92511958,5487.10418763099
41759,2017,CA,BLM,NOD,R-5 SPANISH,00005181,2017/08/29 00:00:00+00,2017/08/31 00:00:00+00,1,,0,166.8585968,7,1,,1178647.76348698,4288.53789310796
41760,2017,CA,BLM,NOD,R-2 BUTTE WELL,00005384,2017/09/06 00:00:00+00,2017/09/11 00:00:00+00,1,,0,17.38798904,1,1,,121814.83505719,2027.3743589327
41761,2017,CA,BLM,CDD,BLUE,00006884,2017/05/05 00:00:00+00,2017/05/05 00:00:00+00,2,Grinding,0,9.05439663,1,1,,54072.86614434,1285.07939955934
41762,2017,CA,BLM,CDD,CAHUILA,00009300,2017/06/17 00:00:00+00,2017/06/17 00:00:00+00,9,Target shooting,0,44.2354126,1,1,,264272.911716545,3456.32344258138
41763,2017,CA,BLM,CDD,CANYON,00007342,2017/05/14 00:00:00+00,2017/05/14 00:00:00+00,10,,0,15.1245966,1,1,,89027.045648685,1243.18884780206
41764,2017,CA,BLM,CDD,CHRISTMAS,00010474,2017/07/07 00:00:00+00,2017/07/07 00:00:00+00,14,,0,33.55245209,1,1,,196944.977703305,1789.88523491322
41765,2017,CA,BLM,CDD,HIGHLINE,00004917,2017/03/26 00:00:00+00,2017/04/01 00:00:00+00,14,,0,66.99863434,7,1,,387705.32972805,5844.44431838425
41766,2017,CA,BLM,CDD,IRWIN,00010789,2017/07/13 00:00:00+00,2017/07/13 00:00:00+00,14,,0,10.41081715,1,1,,62907.132142695,1228.16785319834
41767,2017,CA,BLM,CDD,MATZ,00008271,2017/05/29 00:00:00+00,2017/05/30 00:00:00+00,14,,0,14.05736351,1,1,,83049.520565505,3980.94959344613
41768,2017,CA,BLM,CDD,TECOPA,00013827,2017/09/11 00:00:00+00,2017/09/14 00:00:00+00,1,,0,26.99337578,1,1,,166748.64757951,4053.45793239316
41769,2017,CA,BLM,CDD,WINDMILLS,00009804,2017/06/27 00:00:00+00,2017/06/27 00:00:00+00,14,,0,12.69855499,1,1,,74836.324323285,1245.35258095358
41770,2017,CA,BLM,CDD,MOTOR,00008896,2017/06/09 00:00:00+00,2017/06/10 00:00:00+00,2,,0,17.19416046,1,1,,105145.25422075,5664.85614451143
41771,2017,CA,BLM,CND,KECK,00000392,2017/04/10 00:00:00+00,2017/04/10 00:00:00+00,14,,0,23.86313629,1,1,,146746.04705733,1967.45319026217
41772,2017,CA,BLM,NOD,W4 ROMERO,00004983,2017/08/22 00:00:00+00,2017/08/24 00:00:00+00,14,,0,13.82890797,1,1,,99328.84141974,1772.07313761651
41773,2017,CA,BLM,CND,HILL,00002577,2017/09/06 00:00:00+00,2017/09/06 00:00:00+00,2,,0,9.91322231,1,1,,60135.27812684,1441.96632393607
41774,2017,CA,BLM,NOD,COWHEAD,00006142,2017/10/09 00:00:00+00,2017/10/12 00:00:00+00,4,,0,31.66678047,1,1,,231840.436962595,3431.2415760809
41775,2017,CA,BLM,CND,PANOCHE,00000924,2017/05/28 00:00:00+00,2017/05/28 00:00:00+00,9,"target shoting, CALFIRE # 7306",0,17.98286438,1,1,,113069.115373815,1759.88416484441
41776,2017,CA,BLM,CDD,FAIRVIEW,00008462,2017/06/01 00:00:00+00,2017/06/01 00:00:00+00,14,,0,25.65859795,1,1,,151370.115948025,1899.33193619267
41777,2017,CA,BLM,CND,PICNIC,00001367,2017/08/14 00:00:00+00,2017/08/17 00:00:00+00,9,Smoking,0,15.55471897,1,1,,101444.125346905,1745.4340093456
41779,2017,CA,BLM,CND,ALPAUGH,00001916,2017/07/26 00:00:00+00,2017/07/26 00:00:00+00,14,,0,78.09461212,1,1,,481729.080928705,3146.41804079637
41780,2017,CA,BLM,NOD,DRY VALLEY,00005616,2017/09/13 00:00:00+00,2017/09/14 00:00:00+00,1,,0,51.23802948,1,1,,353563.252580775,4260.98055411679
41781,2017,CA,BLM,CDD,BACKUS,00005970,2017/04/16 00:00:00+00,2017/04/16 00:00:00+00,14, ,0,77.83088684,7,1,,470148.2456647,5391.24557666374
41782,2017,CA,CCO,MRN,SPALLETTA,00171979,2017/07/12 00:00:00+00,2017/07/12 00:00:00+00,2,,,28.70305443,1,1,,188138.5049248,1886.06842602102
41783,2017,CA,CCO,MRN,PINE,00171794,2017/06/27 00:00:00+00,2017/06/27 00:00:00+00,11,,0,30.57774925,1,1,,199464.01741934,2704.20004649598
41784,2017,CA,CDF,TUU,HOGBACK,00000413,2017/07/18 00:00:00+00,2017/07/18 00:00:00+00,9,,59,58.33462524,1,1,,367441.904560655,4343.61593526605
41785,2017,CA,CDF,MMU,EASTMAM,00019222,2017/09/18 00:00:00+00,2017/09/18 00:00:00+00,11,,483,482.34082031,1,1,,3079558.37070058,10432.4373024701
41786,2017,CA,LRA,LDF,SKIRBALL,00030179,2017/12/06 00:00:00+00,2017/12/07 00:00:00+00,4,"FIMT most info from LAFD website, homelss cook fire",422,371.30761719,8,1,,2196648.42810701,8814.30765809522
41788,2017,CA,CDF,FKU,SHAVER,00013407,2017/09/11 00:00:00+00,2017/09/14 00:00:00+00,4,,,8.59014225,1,1,,54745.765235365,1262.15045740334
41789,2017,CA,CDF,FKU,MONTEREY,00006150,2017/05/06 00:00:00+00,2017/05/07 00:00:00+00,2,,,25.18852615,1,1,,156717.673812995,3111.87011268724
41790,2017,CA,CDF,FKU,PARKFIELD,00013003,2017/09/03 00:00:00+00,2017/09/05 00:00:00+00,2,,,70.22348022,1,1,,436159.404426665,3442.17233845923
41791,2017,CA,CDF,FKU,MURPHY,00013900,2017/09/19 00:00:00+00,2017/09/20 00:00:00+00,2,,,236.95336914,1,1,,1477534.02075266,6381.33683396871
41792,2017,CA,CDF,FKU,JUNIPER,00012291,2017/08/23 00:00:00+00,2017/08/23 00:00:00+00,10,,,30.71256256,1,1,,190789.08920265,1943.07495736623
41793,2017,CA,CDF,FKU,SILVER,00015022,2017/10/11 00:00:00+00,2017/10/13 00:00:00+00,14,,,57.05462265,1,1,,360364.50176873,3982.95842787367
41794,2017,CA,CDF,FKU,TUMEY,00005741,2017/04/29 00:00:00+00,2017/04/30 00:00:00+00,9,,,160.16403198,1,1,,1008087.58628051,5315.5517682056
41796,2017,CA,CDF,FKU,JAYNE,00005281,2017/04/20 00:00:00+00,2017/04/21 00:00:00+00,2,,,4533.28369141,1,1,,28128042.578678,27529.7620397423
41797,2017,CA,CDF,FKU,HILLS,00012531,2017/08/27 00:00:00+00,2017/08/27 00:00:00+00,10,"BLM inc # 1204, target shooting",,60.17172241,1,1,,379814.18440195,4678.44733778648
41798,2017,CA,CDF,FKU,PARK,00010248,2017/07/17 00:00:00+00,2017/07/19 00:00:00+00,2,blank,,1648.70361328,2,1,,10220831.6554014,19261.2850468538
41799,2017,CA,CDF,FKU,FREEDOM,00009398,2017/07/04 00:00:00+00,2017/07/04 00:00:00+00,2,,,56.85116196,1,1,,359684.60142446,2833.4293229656
41800,2017,CA,CDF,FKU,TIVY,00008056,2017/06/11 00:00:00+00,2017/06/11 00:00:00+00,1,,,76.29653931,1,1,,482354.039623005,4533.30265306942
41802,2017,CA,CDF,FKU,DERRICK,00009289,2017/07/02 00:00:00+00,2017/07/05 00:00:00+00,14,,,1561.66308594,1,1,,9726889.88176717,15730.6983338194
41803,2017,CA,CDF,FKU,CREEK,00008759,2017/06/23 00:00:00+00,2017/06/27 00:00:00+00,5,,,356.93527222,1,1,,2224280.453061,7996.50692087534
41804,2017,CA,CDF,FKU,COALINGA,00012726,2017/08/30 00:00:00+00,2017/08/30 00:00:00+00,2,,,102.28656769,1,1,,639156.76190755,4624.36929799364
41805,2017,CA,CDF,FKU,CITY,00006721,2017/05/18 00:00:00+00,2017/05/18 00:00:00+00,10,,,23.45427132,1,1,,145234.908411955,2646.99049150063
41806,2017,CA,CDF,FKU,AVENAL,00012664,2017/08/29 00:00:00+00,2017/08/29 00:00:00+00,10,,,19.4133625,1,1,,120083.49056126,4815.1252465552
41807,2017,CA,CDF,FKU,AUBERRY,00009530,2017/07/05 00:00:00+00,2017/07/06 00:00:00+00,9,,,91.29421234,1,1,,579481.139942385,3825.93089888105
41808,2017,CA,CDF,FKU,FLAT,00012465,2017/08/26 00:00:00+00,2017/08/30 00:00:00+00,2,,,110.82875061,1,1,,703374.85538297,6049.84509311781
41809,2017,CA,CDF,HUU,POTATO,00000909,2017/08/10 00:00:00+00,2017/08/11 00:00:00+00,1,GEOMAC,10,10.70095444,6,1,,75368.288940305,1049.58429871069
41810,2017,CA,USF,SHF,FORK,00001555,2017/08/07 00:00:00+00,2017/11/15 00:00:00+00,1,CONT_DATE based on FIRESTAT Fire Out Date/Time,3532,3372.92016602,8,1,,23874522.730284,45331.3975816653
41812,2017,CA,USF,TNF,CHILCOOT,00000992,2017/08/06 00:00:00+00,2017/08/07 00:00:00+00,1,,1021,1019.99224854,1,1,,6997161.09145631,16326.9956502599
41813,2017,CA,USF,TNF,ELEPHANT,00000910,2017/07/29 00:00:00+00,2017/07/31 00:00:00+00,1,,140,139.46694946,1,1,,954772.37569272,4827.31031455078
41814,2017,CA,USF,TNF,RANCH,00001270,2017/09/06 00:00:00+00,2017/09/07 00:00:00+00,1,,83.6,83.5128479,1,1,,571840.47426405,4253.77160144248
41815,2017,CA,USF,STF,MCCORMICK,00002263,2017/08/18 00:00:00+00,2017/11/16 00:00:00+00,1,CONT_DATE from FIRESTAT Fire info Summit complex,4426,4423.20849609,1,1,,29172320.8938681,46312.0539788012
41816,2017,CA,USF,STF,CREEK ,00002590,2017/09/03 00:00:00+00,2017/09/12 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1609,1747.86950684,1,1,,11446557.1529721,33589.3864465962
41817,2017,CA,USF,STF,DOUGLAS,00001940,2017/07/03 00:00:00+00,2017/11/16 00:00:00+00,1,CONT_DATE from FIRESTAT Fire info Summit complex,311,310.7711792,1,1,,2046323.99540395,8779.69032343932
41818,2017,CA,USF,STF,BUMMERS,00002704,2017/09/11 00:00:00+00,2017/11/20 00:00:00+00,1,CONT_DATE from FIRESTAT Fire info Summit complex,510,510.109375,1,1,,3360780.44461149,11917.4004619345
41819,2017,CA,USF,STF,WILLOW ,00002265,2017/08/18 00:00:00+00,2017/11/16 00:00:00+00,1,CONT_DATE from FIRESTAT Fire info Summit complex,134,134.30421448,1,1,,882967.71407007,5551.42077697664
41820,2017,CA,USF,STF,MURPHY,00002372,2017/08/24 00:00:00+00,2017/08/26 00:00:00+00,2,,9.5,9.04554081,1,1,,59038.60449633,1251.76628466459
41821,2017,CA,USF,STF,PILOT,00002465,2017/08/29 00:00:00+00,2017/09/02 00:00:00+00,1,,8,8.60320282,1,1,,55864.41270265,1551.66013853273
41822,2017,CA,USF,STF,GRANT,00001209,2017/06/27 00:00:00+00,2017/07/02 00:00:00+00,9,,17.6,17.05766106,1,1,,111628.32821154,1592.52246541867
41823,2017,CA,USF,STF,TWIN ,00002803,2017/09/18 00:00:00+00,2017/11/21 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,15,14.96455574,6,1,,98713.383896045,1191.12310521639
41824,2017,CA,USF,SRF,BURNEY,00000752,2017/07/26 00:00:00+00,2017/10/16 00:00:00+00,1,,1642,1643.64331055,8,1,,11884224.0716094,24179.2650030854
41825,2017,CA,USF,SRF,DUTCHMAN,00000874,2017/08/07 00:00:00+00,2017/08/12 00:00:00+00,1,Ruth Complex,1522,1522.74719238,8,1,,10572245.8381754,18367.0863854459
41826,2017,CA,USF,SRF,FORKS,00000738,2017/07/25 00:00:00+00,2017/10/01 00:00:00+00,1,,242.5,242.47363281,8,1,,1751357.17313458,9273.91277022457
41827,2017,CA,USF,SRF,FRANK,00000758,2017/07/26 00:00:00+00,2017/10/16 00:00:00+00,1,,27,27.20528603,8,1,,196700.466856965,2236.81382966451
41829,2017,CA,USF,SRF,MARBLE,00000703,2017/07/19 00:00:00+00,2017/07/29 00:00:00+00,9,,319,318.87298584,8,1,,2301036.03294492,7737.68109568693
41830,2017,CA,USF,SRF,RIVERS,00001289,2017/10/14 00:00:00+00,2017/10/14 00:00:00+00,5,,148,147.56124878,8,1,,1032961.53521299,4985.92800701707
41831,2017,CA,USF,SRF,SECRET,00000868,2017/08/07 00:00:00+00,2017/08/11 00:00:00+00,1,Ruth Complex,50,50.0524292,8,1,,347359.48179249,2838.36834841026
41832,2017,CA,USF,SRF,SWAY,00000802,2017/08/01 00:00:00+00,2017/08/17 00:00:00+00,2,CONT_DATE  based on FIRESTAT Fire Out Date/Time,20,16.94284439,8,1,,118349.351281005,1448.04444643678
41833,2017,CA,USF,SRF,UKONOM,00000728,2017/07/25 00:00:00+00,2017/10/15 00:00:00+00,1,,4238,4240.97412109,8,1,,30705958.9642807,44412.7553260471
41834,2017,CA,USF,SRF,WILLIE,00000877,2017/08/07 00:00:00+00,2017/08/22 00:00:00+00,1,Ruth Complex,3137,3140.09960938,8,1,,21756763.1119387,32624.5701873983
41835,2017,CA,USF,SQF,ROWELL,00002290,2017/08/20 00:00:00+00,2018/01/15 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,48,48.38199997,6,1,,305205.9292079,6528.47029587061
41838,2017,CA,USF,SQF,CALDWELL,00002435,2017/09/01 00:00:00+00,2017/10/23 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1383,1321.26000977,6,1,,8138715.83897804,16470.4091949899
41840,2017,CA,USF,SQF,HIGHWAY,00001223,2017/06/18 00:00:00+00,2017/09/26 00:00:00+00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1533,1522.25939941,6,1,,9334370.29545578,18553.7632651784
41841,2017,CA,USF,SQF,GARDEN,00001989,2017/07/30 00:00:00+00,2017/11/04 00:00:00+00,2,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1350,1282.46691895,6,1,,7851996.44632818,18261.778991605
41842,2017,CA,USF,SQF,BELL,00001380,2017/06/27 00:00:00+00,2017/07/01 00:00:00+00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,108,107.2538147,6,1,,661038.989905225,6001.69131317726
41843,2017,CA,USF,SQF,NEEDLES,00001650,2017/07/08 00:00:00+00,2017/07/08 00:00:00+00,9,,21,20.86835861,6,1,,129611.41505749,1328.89853276857
41844,2017,CA,USF,SQF,DAVIS,00002635,2017/09/12 00:00:00+00,2017/09/13 00:00:00+00,1,,30,30.59811592,6,1,,193601.75033081,2424.13603396045
41845,2017,CA,USF,SQF,TRAIL,00002157,2017/08/12 00:00:00+00,2018/01/15 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,35,31.87081337,1,1,,200937.43702024,3274.04529593537
41846,2017,CA,USF,SNF,CROWN,00001419,2017/09/07 00:00:00+00,2017/11/17 00:00:00+00,1,,145,145.17849731,8,1,,921943.38961003,4749.92541234716
41847,2017,CA,USF,SNF,QUARTZ,00001414,2017/08/07 00:00:00+00,2017/10/08 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,80,79.84793854,8,1,,514600.995019675,3533.1641486828
41848,2017,CA,USF,SNF,BUTTE,00001476,2017/08/07 00:00:00+00,2017/11/04 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,611,611.20147705,3,1,,3942457.83740067,9241.67544835404
41850,2017,CA,USF,SNF,COW,00001789,2017/09/07 00:00:00+00,2017/11/17 00:00:00+00,1,,25,25.92338562,6,1,,164532.328438225,1562.3365497624
41851,2017,CA,USF,SNF,RIVER,00001753,2017/09/01 00:00:00+00,2017/09/05 00:00:00+00,9,,11,10.40595436,6,1,,67000.51703661,2375.62404115747
41852,2017,CA,USF,SHF,BRADLEY,00001755,2017/08/29 00:00:00+00,2017/09/08 00:00:00+00,9,"IC: Todd Mack/Drew Graham.  Redarant Use: 10,000 *",54,54.04401016,8,1,,386990.320299625,3274.71130231175
41853,2017,CA,USF,SHF,BRIDGE,00002304,2017/10/31 00:00:00+00,2017/11/03 00:00:00+00,2,Started by burning semi trailer truck carrying fl*,37.4,35.51982117,8,1,,250875.81414239,3192.92403855045
41855,2017,CA,USF,SHF,PICKETT,00001549,2017/08/07 00:00:00+00,2017/08/20 00:00:00+00,1,LIGHTNING FIRE BELOW PICKETT PEAK,18.3,19.08158302,8,1,,133057.277738595,1849.95172255671
41856,2017,CA,USF,SHF,SANDY,00001494,2017/08/02 00:00:00+00,2017/08/16 00:00:00+00,9,IC Jim Yacoub BC-31 IC(T) Josh Wright Capatin 334*,32,32.26079178,8,1,,228069.8311474,1842.17919532751
41857,2017,CA,USF,SHF,CHATTER,00001144,2017/07/02 00:00:00+00,2017/07/02 00:00:00+00,9,Discovered by T-40 during proficiency flight. Mis*,12.5,3.47650194,6,1,,24658.970525485,1089.64187712797
41858,2017,CA,USF,PNF,FRENCHMAN,00000612,2017/06/21 00:00:00+00,2017/06/25 00:00:00+00,9,,21.5,21.58683014,1,1,,148620.98173121,1804.26484117464
41859,2017,CA,USF,PNF,POSLIN,00001145,2017/08/06 00:00:00+00,2017/08/12 00:00:00+00,1,,860,855.24438477,6,1,,5883627.99396739,17204.6072205638
41860,2017,CA,USF,PNF,DIXIE,00001602,2017/09/12 00:00:00+00,2017/09/16 00:00:00+00,9,,8.6,8.64817047,6,1,,59403.48913017,1239.33651635854
41861,2017,CA,USF,PNF,CRESCENT,00000675,2017/06/30 00:00:00+00,2017/07/07 00:00:00+00,7,,33,53.1494751,6,1,,367756.651908415,5930.40149462475
41862,2017,CA,USF,PNF,SQUIRREL,00001273,2017/09/27 00:00:00+00,2017/08/29 00:00:00+00,7,,350,113.0544281,6,1,,780602.05816997,4073.21975168598
41863,2017,CA,USF,PNF,TOLL,00001272,2017/08/20 00:00:00+00,2017/08/25 00:00:00+00,7,,58,57.91714478,6,1,,399629.42403991,2854.96699150136
41864,2017,CA,USF,PNF,GENESSEE,00000676,2017/06/30 00:00:00+00,2017/07/02 00:00:00+00,7,,6.6,6.27523804,6,1,,43389.685753305,1411.30532154058
41865,2017,CA,USF,PNF,MINERVA 5,00001043,2017/07/29 00:00:00+00,2017/08/16 00:00:00+00,7,,4310,4339.35498047,6,1,,29874966.2891138,32011.5244609481
41866,2017,CA,USF,PNF,MILLS,00001435,2017/09/03 00:00:00+00,2017/09/04 00:00:00+00,9,,79,75.34856415,6,1,,521844.38050034,3196.58212700668
41867,2017,CA,USF,PNF,EUREKA,00001488,2017/09/05 00:00:00+00,2017/11/15 00:00:00+00,1,,450,446.18145752,6,1,,3059028.34305344,10983.7839610962
41868,2017,CA,USF,MNF,SLIDE,00001230,2017/09/12 00:00:00+00,2017/09/20 00:00:00+00,1,,58,58.13599014,6,1,,394859.907595225,3141.30542152937
41869,2017,CA,USF,MNF,SKELETON,00001227,2017/09/12 00:00:00+00,2017/09/18 00:00:00+00,1,,87,87.87638092,6,1,,596310.31041589,4040.44251678127
41870,2017,CA,USF,LPF,RED,00002123,2017/08/02 00:00:00+00,2017/08/03 00:00:00+00,1,<Null>CALFIRE inc # 8801,451,450.83996582,1,1,,2751462.51526854,7793.61651241516
41872,2017,CA,USF,LPF,APACHE ,00000994,2017/05/13 00:00:00+00,2017/05/17 00:00:00+00,4,,24.4,24.40058136,6,1,,146634.842273755,1578.64711086328
41873,2017,CA,USF,LPF,POZO ,00003060,2017/10/09 00:00:00+00,2017/10/09 00:00:00+00,2,,61.44,64.36557007,1,1,,391804.3741796,2850.56122804382
41875,2017,CA,USF,LNF,ANTELOPE,00003732,2017/07/06 00:00:00+00,2017/07/11 00:00:00+00,9,PerimeterDateTime 20170706 1930,18,17.97842026,1,1,,126469.237347735,2432.6673126203
41877,2017,CA,USF,KNF,CLAIRE,00006678,2017/09/07 00:00:00+00,2017/09/13 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,24.3,12.8950634,3,1,,92032.50294195,1195.84432741154
41878,2017,CA,USF,KNF,DEEP,00004527,2017/09/07 00:00:00+00,2017/09/07 00:00:00+00,1,,101,101.36702728,3,1,,734200.845302175,5544.23655995106
41879,2017,CA,USF,KNF,FOURTH,00006685,2017/09/07 00:00:00+00,2017/11/13 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,12.9,24.31700134,3,1,,173815.968286795,1583.55308999179
41880,2017,CA,USF,KNF,GARDEN,00005958,2017/08/09 00:00:00+00,2017/11/13 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,180,265.48098755,3,1,,1895604.68237204,6410.80992519526
41881,2017,CA,USF,KNF,GRIZZLY,00006068,2017/08/12 00:00:00+00,2017/11/13 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,66,90.60490417,3,1,,645636.307233535,4275.92690408265
41882,2017,CA,USF,KNF,ISLAND,00004540,2017/06/26 00:00:00+00,2017/09/01 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,13497,1594.03381348,3,1,,11485192.8383544,27657.5356681824
41883,2017,CA,USF,KNF,LITTLE BUCK,00006729,2017/09/07 00:00:00+00,2017/10/10 00:00:00+00,1,CONT_DATE est from Inciweb/IRWIN - Eclipse Complex,113,113.96248627,3,1,,831535.05734113,6920.7241612871
41884,2017,CA,USF,KNF,MARY,00005974,2017/08/10 00:00:00+00,2017/11/13 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,91,91.33449554,3,1,,651047.059274915,4403.34275894317
41887,2017,CA,USF,KNF,KLAMATH,00004746,2017/07/04 00:00:00+00,2017/07/06 00:00:00+00,4,,80,80.11019135,5,1,,584490.05434228,3477.91637952215
41888,2017,CA,USF,ENF,TABLE,00026677,2017/09/08 00:00:00+00,2017/10/27 00:00:00+00,1,,500,426.70236206,1,1,,2850828.00114121,7983.42967286011
41889,2017,CA,USF,ENF,ICE,00030114,2017/10/10 00:00:00+00,2017/10/15 00:00:00+00,2,"P5LE89, IC.NOGGLES, FINV D.CRUZ 3E5. CAUSE; EQUIP*",29,29.37000275,1,1,,195843.15864369,1854.09652761132
41890,2017,CA,USF,ENF,MORMON,00019783,2017/07/10 00:00:00+00,2017/07/10 00:00:00+00,9,,0.11,0.12901023,1,1,,858.512051885,136.882138760277
41891,2017,CA,USF,ENF,LONG,00027035,2017/09/12 00:00:00+00,2017/11/12 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,0.8,0.89268893,1,1,,5994.61992221,323.774427195897
41892,2017,CA,USF,ENF,WINTON,00025246,2017/08/28 00:00:00+00,2017/09/02 00:00:00+00,7,CONT_DATE  based on FIRESTAT Fire Out Date/Time,0.16,0.17077097,1,1,,1131.36964071,147.422798907194
41893,2017,CA,USF,ENF,MIDDLE,00019682,2017/07/09 00:00:00+00,2017/07/12 00:00:00+00,4,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1.2,1.2092216,1,1,,8125.446591335,389.061970142857
41894,2017,CA,USF,ENF,MILL,00020010,2017/07/12 00:00:00+00,2017/07/12 00:00:00+00,9,,0.1,0.06809671,1,1,,453.153631005,89.3716027824818
41895,2017,CA,USF,ENF,HORSE,00024772,2017/08/24 00:00:00+00,2017/08/24 00:00:00+00,1,,0.1,0.15607879,1,1,,1034.80196672,176.769608677125
41896,2017,CA,USF,CNF,LOST,00002387,2017/07/22 00:00:00+00,2017/07/26 00:00:00+00,4,Job Code = P5K7P5 0502. CALFIRE inc # 17587,251,250.56640625,1,1,,1457001.65238054,8544.25242602605
41897,2017,CA,USF,CNF,CANYON,00002924,2017/08/27 00:00:00+00,2017/08/31 00:00:00+00,9,"Job Code = P5LAW0, must check with ASC for accura*",46.9,46.90481949,1,1,,274596.25085804,3393.33700918494
41898,2017,CA,USF,CNF,WILDOMAR,00003839,2017/10/26 00:00:00+00,2017/11/08 00:00:00+00,10,CALFIRE inc#132200 ohv crash,866,866.27301025,1,1,,5065374.22688306,13400.2246972672
41899,2017,CA,DOD,MCP,JARDINE,00001725,2017/06/16 00:00:00+00,2017/06/16 00:00:00+00,5,"Perimeter is drawn estimate, not GPS’d. Cost unk,*",20,20.19441605,6,1,,117707.36705239,1529.27821488983
41900,2017,CA,USF,CNF,CAPTAIN,00003748,2017/10/21 00:00:00+00,2017/10/22 00:00:00+00,2,"Job Code = P5LF5M, must check with ASC for accura*",41,41.04633713,1,1,,236511.527751385,2786.84397817396
41901,2017,CA,CDF,RRU,JAMESON,00001090,2017/04/30 00:00:00+00,2017/05/01 00:00:00+00,9,actual cost unknown.Generic job code P5EN0B assig*,12,11.77292061,1,1,,69146.46256994,1663.79964884953
41902,2017,CA,USF,BDF,HOLCOMB,00009443,2017/06/19 00:00:00+00,2017/07/09 00:00:00+00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,1503,1505.49121094,1,1,,8952562.85130102,21606.7666597742
41903,2017,CA,USF,BDF,BRIDGE 2,00010839,2017/07/14 00:00:00+00,2017/07/14 00:00:00+00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,460,460.2895813,1,1,,2723022.21546059,9352.87753614428
41904,2017,CA,USF,BDF,DOLLAR,00011200,2017/07/22 00:00:00+00,2017/07/23 00:00:00+00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,36,36.30345917,1,1,,215159.76664589,3036.3272278514
41905,2017,CA,USF,BDF,HIDDEN,00010780,2017/07/12 00:00:00+00,2017/07/18 00:00:00+00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,49.5,45.84431458,1,1,,271569.8623312,2515.16362755233
41906,2017,CA,USF,BDF,MART,00009802,2017/06/27 00:00:00+00,2017/07/08 00:00:00+00,7,CONT_DATE  based on FIRESTAT Fire Out Date/Time,670,669.2086792,8,1,,3963642.96844232,14595.9868597645
41907,2017,CA,USF,BDF,MELVIN,00009698,2017/06/25 00:00:00+00,2017/06/25 00:00:00+00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,2.9,2.94913864,5,1,,17494.3244864,785.132890491539
41908,2017,CA,USF,BDF,MILE,00011651,2017/07/31 00:00:00+00,2017/08/07 00:00:00+00,7,CONT_DATE  based on FIRESTAT Fire Out Date/Time,75,67.45030975,1,1,,400003.80539106,3811.83860072541
41909,2017,CA,USF,BDF,ROUSE,00013197,2017/08/30 00:00:00+00,2017/09/05 00:00:00+00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,14,13.91024971,1,1,,81611.814294775,2289.84363640461
41910,2017,CA,USF,BDF,TOWER,00006700,2017/04/30 00:00:00+00,2017/04/30 00:00:00+00,7,"Perimeter received from David Borero, USFS",93,93.15666199,1,1,,553840.623461735,9241.49414642831
